title,company,skills,description,other_requirements,job_type,url
Business Development (Sales) - Internship,Softworld India Private Limited,Artificial intelligence | Client Relationship Management (CRM) | English Proficiency (Spoken) | English Proficiency (Written),"Selected intern's day-to-day responsibilities include: 1. Work on lead generation & outreach. 2. Research and identify potential clients (D2C brands, SaaS companies, enterprise businesses). 3.  Conduct LinkedIn, email, and WhatsApp outreach to generate leads. 4. Qualify leads and schedule sales calls with decision-makers. 5. Work on sales pipeline management. 6. Work on collaboration & learning. 7. Work on direct mentorship from experienced professionals in AI & automation.","Currently pursuing or recently completed a bachelor’s degree in business, marketing, IT, or a related field. Basic understanding of sales, business development, or customer engagement. Familiarity with LinkedIn and email outreach strategies.",artificial-intelligence-jobs,https://internshala.com/internship/detail/business-development-sales-internship-in-jaipur-at-softworld-india-private-limited1770788780
AI Product Engineering - Internship,Zuneko Labs,APIs | Artificial intelligence | Automation | Backend development | Frontend development | LangChain | LLM evaluation | Mobile Application Development | Product Development | Python | Troubleshooting,"You'll be building a WhatsApp-native AI product that handles real user interactions through intelligent, context-aware conversations. Selected intern's day-to-day responsibilities include: 1. Build, test, and debug LangChain-based applications, ensuring reliable multi-step chain execution in development and production environments. 2. Use observability and tracing tools (e.g., LangSmith or equivalent) to monitor chains, analyze token usage, latency, errors, and proactively resolve failure modes. 3. Optimize prompts, context windows, and token consumption to improve performance, cost efficiency, and response quality. 4. Identify and troubleshoot production issues in AI pipelines, implementing safeguards for retries, fallbacks, and graceful degradation. 5. Contribute to scalable AI system design by assisting in architecting pipelines that handle concurrency, load spikes, and real-time traffic efficiently. 6. Support webhook implementation, session management, and message handling workflows for conversational AI systems (e.g., WhatsApp Business API / Meta Cloud API integrations). 7. Develop and maintain backend services in Python, including async workflows and background task processing using tools like Celery or similar queue systems. 8. Assist in deploying AI services to cloud environments, ensuring reliability, monitoring, and performance optimization. 9. Collaborate with senior engineers to review system architecture decisions and improve robustness, scalability, and maintainability of AI solutions.","1. Experience with n8n, Retell AI, or other workflow automation tools. 2. Prior exposure to multi-agent architectures or RAG pipelines. 3. Any prior product you've shipped, even a side project, that uses an LLM in a non-trivial way.",artificial-intelligence-jobs,https://internshala.com/internship/detail/ai-product-engineering-internship-in-multiple-locations-at-zuneko-labs1772080628
Content and Social Media Marketing - Internship,Royal Kurta,Artificial intelligence | Branding | Business Research | Canva | ChatGPT | Content Editing | Digital Marketing | Facebook Ads | Instagram Marketing | Market Analysis | Operations | Script Writing | Social Media Marketing | Strategy | Video Editing,"Selected intern's day-to-day responsibilities include: 1. Advanced AI prompting (ChatGPT, Claude, and Gemini) 2. Carousel creation 3. Scripting reels - storytelling content and other educational videos on ethnic wear, men's fashion. Kurta pajamas, indowestern, bandhgala, etc. 4. Repurposing content on different platforms - Instagram, YouTube, Snapchat, and LinkedIn 5. Creating videos on Instagram for products showcasing 6. Social media outreach to brands for paid partnerships 7. Light video editing and content creation 8. Researching trends on Instagram & recreating them 9. Competitor research 10. Scripting for YouTube channel 11. Recording founder videos (behind the scenes) 12. Making a listing on marketplaces like Etsy, Flipkart, myntra etc. 13. Learning AI avatar creation using tools like Higgsfield AI (we provide a paid version) 14. Prepare weekly content briefs with hooks, scripts, and post copy 15. Monitor fashion trends in ethnic wear 16. Helping the founder establish his personal brand on social media (Instagram, YouTube, LinkedIn, Snapchat, and TikTok)","Stipend Structure: Fixed pay: ₹ 8,000 - 12,000 /month Incentive pay: ₹ 2,500 - 5,000 /month Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of ₹ 300000 to 360000/year",artificial-intelligence-jobs,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-delhi-at-royal-kurta1772037507
AI Animator/Video Creator,Offer Record,3D Animation | Artificial intelligence | Video Editing | Video Making,"Key responsibilities: 1. Can create AI-animated videos with the highest quality 2. Animate characters, props, and environments based on scripts and storyboards 3. Use AI tools for motion capture, auto-rigging, and text-to-animation workflows 4. Optimize production speed and quality using AI-driven automation 6. Perform AI-based or manual rigging to ensure smooth character motion 7. Set up lighting, cameras, and rendering for polished final output 8. Ensure character consistency and alignment with brand guidelines 10. Manage revisions and deliver projects within defined timelines",1. Ability to work independently with minimal supervision,artificial-intelligence-jobs,https://internshala.com/job/detail/remote-ai-animator-video-creator-job-at-offer-record1770783550
Video Editor & Cinematographer (AI-Driven Post-Production & Sound Design),Social Connect,Adobe After Effects | Adobe Photoshop Lightroom CC | Adobe Premiere Pro | Artificial intelligence | DaVinci Resolve | Final Cut Pro | Generative AI Tools | Motion Graphics | Video Editing,"Key Responsibilities 1. Execute end-to-end video production: cinematography, editing, sound design, and final delivery 2. Capture visually compelling footage with a strong command of composition, lighting, movement, and framing 3. Edit high-impact content for brand campaigns, social media, digital ads, corporate films, and reels 4. Leverage AI tools for workflow optimisation, enhancement, upscaling, noise reduction, subtitles, and automation 5. Perform advanced sound design, including audio balancing, voice enhancement, sound effects, and music integration 6. Apply professional colour correction and grading aligned with brand aesthetics 7. Collaborate cross-functionally to interpret creative briefs and deliver on brand vision 8. Maintain consistency, quality control, and timely delivery across multiple projects What We Offer: 1. Exposure to premium brands and high-impact campaigns 2. Creative ownership from concept to final output 3. Access to cutting-edge AI tools and production resources 4. A performance-driven, growth-oriented agency environment 5. Competitive compensation aligned with skill and experience","1. Minimum 2+ years of professional experience in video editing and cinematography 2. Strong proficiency in Adobe Premiere Pro, After Effects, DaVinci Resolve, Final Cut Pro 3. Hands-on experience with DSLR/Mirrorless cameras, lenses, gimbals, lighting setups 4. Practical knowledge of AI-powered video and audio tools 5. Refined understanding of sound design, audio mixing, and post-production workflows 6. Experience producing content optimised for Instagram, YouTube, LinkedIn, paid ads, and short-form formats 7. Strong aesthetic sensibility and attention to detail 8. Motion graphics and animation capabilities (preferred) 9. Experience with AI voice, music, or generative video tools (preferred) 10. Prior agency or brand-side experience (preferred)",artificial-intelligence-jobs,https://internshala.com/job/detail/video-editor-cinematographer-ai-driven-post-production-sound-design-job-in-pune-at-social-connect1772010525
Content and Social Media Marketing - Internship,Pranaisha Designs,Artificial intelligence | Content Management | Content Marketing | Image Editing | Video Editing | Video Making | Video Marketing,"Are you passionate about creativity, digital marketing, and social media? Pranaisha Designs is seeking a dynamic Content and Social Media Marketing intern to join our team! As an intern, you will have the opportunity to work closely with our marketing team to create engaging content and manage our social media platforms. You will gain hands-on experience in content management, content marketing, artificial intelligence, image editing, video making, video marketing, and video editing. Key responsibilities: 1. Develop and execute content strategies to increase brand awareness and engagement 2. Create visually appealing and innovative content for social media platforms 3. Utilize artificial intelligence tools to generate and optimize content performance 4. Edit images and videos to enhance visual storytelling 5. Produce high-quality videos for marketing campaigns 6. Implement video marketing strategies to reach a wider audience 7. Edit and enhance videos to produce compelling and shareable content If you are a creative and ambitious individual looking to gain valuable experience in the fast-paced world of digital marketing, apply now to join our team at Pranaisha Designs!","Stipend Structure: Fixed pay: ₹ 10,000 - 1,50,000 /month Incentive pay: ₹ 5,000 - 10,000 /month Job offer: On successful conversion to a permanent employee, the candidate can expect a salary of ₹ 300000 to 350000/year",artificial-intelligence-jobs,https://internshala.com/internship/detail/content-and-social-media-marketing-internship-in-bangalore-at-pranaisha-designs1771927199
Artificial Intelligence (AI) - Internship,Primetrade.ai,Artificial intelligence | Hugging Face | Machine Learning | Natural Language Processing (NLP) | Python,Selected intern's day-to-day responsibilities include: 1. Prototype AI features (summarization/extraction/classification) with strict JSON outputs. 2. Build small evaluation sets and track quality + latency results. 3. Create simple CLI tools for running AI prototypes with logging and error handling. 4. Implement basic RAG workflows (optional) and document improvements. 5. Collaborate on GitHub via PRs and maintain clean README/run steps.,1. Any AI/LLM/NLP project link preferred (even small prototypes). 2. Comfortable working with JSON schemas and edge cases. 3. Can write short experiment notes (what changed and why).,artificial-intelligence-jobs,https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-primetradeai1772422898
Content & E-commerce Management Specialist,Himalayan Monk Riders Associates Pvt Ltd,Artificial intelligence | Digital Marketing | E-commerce | English Proficiency (Spoken) | English Proficiency (Written) | Graphic Design | MS-Excel | Social Media Marketing | Video Editing,"Are you a master of content creation, e-commerce strategy, and digital marketing? Do you have a passion for adventure and the great outdoors? Join our team at Himalayan Monk Riders Associates Pvt Ltd as a Content & E-commerce Management Specialist and immerse yourself in the world of travel and exploration. Key Responsibilities: 1. Curate and create engaging content for our website, social media platforms, and e-commerce channels to attract and retain customers. 2. Utilize your expertise in MS-Excel to analyze data and optimize our e-commerce performance. 3. Implement artificial intelligence tools to enhance customer experience and streamline operations. 4. Develop and execute social media marketing campaigns to increase brand awareness and drive traffic to our online store. 5. Collaborate with the digital marketing team to create impactful strategies for growth and engagement. 6. Utilize your skills in video editing and graphic design to produce high-quality multimedia content. 7. Communicate effectively with team members and stakeholders, showcasing your English proficiency both written and spoken. If you are ready to take on a dynamic role in a fast-paced and exciting industry, apply now and be a part of our journey to inspire wanderlust and adventure.",1. Experience of Royal Enfield Motorcycle parts will be preferred,artificial-intelligence-jobs,https://internshala.com/job/detail/content-e-commerce-management-specialist-job-in-gwalior-at-himalayan-monk-riders-associates-pvt-ltd1771322252
"Technical Support Specialist (IoT, Robotics & AI) – Fresher - Fresher",Paruvaththe Payir Sei,Arduino | Artificial intelligence | Critical thinking | Effective Communication | Internet of Things (IoT) | Logical reasoning | Robotics,"Key Responsibilities: 1. Support IoT, robotics, and AI projects involving Arduino, sensors, and embedded systems 2. Assist schools and colleges during technical training sessions and project implementation 3. Troubleshoot hardware and software issues in student and institutional projects 4. Help develop practical courses and real-world project content 5. Train and mentor students during workshops and training programs 6. Provide technical support during client training (online and offline)","1. Basic knowledge of Arduino, sensors, or IoT preferred 2. Comfortable with travelling to institutions when required 3. Strong interest in learning and teaching emerging technologies 4. BE/BCA/MCA students or graduates (final year students can apply) 5. Minimum 7.0 CGPA preferred",artificial-intelligence-jobs,https://internshala.com/job/detail/fresher-remote-technical-support-specialist-iot-robotics-ai--fresher-job-at-paruvaththe-payir-sei1772694962
Ai Content Creation - Fresher,Shuruwaat.com,Artificial intelligence | Content Editing | Content Management | Content Writing | Display Ads,Key responsibilities: 1. You need to create content as per the concepts given by the brands using the SOP given by Shuruwaat. No other method should be used in that case. 2. Content creation for brands using AI 3. Research about the company's content guidelines,1. A Creatively interested person 2. More into Arts and social media,artificial-intelligence-jobs,https://internshala.com/job/detail/fresher-ai-content-creation-job-in-howrah-at-shuruwaatcom1770708093
Software Development Engineering (Web) - Internship,RCS Projects Pvt Ltd,Artificial intelligence | CSS | Django | Docker | Flask | GitHub | HTML | JavaScript | LangChain | LLMOps | Machine Learning | Next.js | Python | React | SQL,"'Software Development Engineering (Web) Intern' - RevSage (a product of RCS Projects) At RevSage, we build innovative, AI-driven web solutions. As a Software Development Engineering (Web) Intern, you'll work hands-on with modern technologies in a fast-paced, collaborative environment, contributing to impactful real-world projects. Selected intern's day-to-day responsibilities include: 0. Create AI agents and Langchain workflows 1. Develop and maintain web applications using Python, Flask, React and Next.js. 2. Design responsive, user-friendly interfaces with HTML, CSS, and JavaScript. 3. Manage and optimize databases (MySQL, SQLite, PostgreSQL). 4. Build and integrate APIs and third-party services for dynamic functionality. 5. Contribute to AI and LLM (Large Language Model) integrations for automation and intelligent workflows. 6. Use GitHub for version control and collaborative development. 7. Containerize and deploy applications using Dockers. 8. Participate in code reviews, testing, debugging, and quick prototyping. 9. Work on hackathon-style projects emphasizing speed, creativity, and innovation. 10. Automate workflows using tools like n8n. If you're motivated, curious, and passionate about web development and AI, this internship offers the perfect launchpad for your career. Join RevSage and help shape the future of intelligent web applications.","1. Candidates with knowledge of the latest developments in the field of technology will be preferred. 2. Candidates will be required to attend daily scrum meetings with the reporting manager in the Eastern Time Zone. 3. Candidates are required to have their own equipment and internet connection to efficiently complete the entrusted job of software development. 4. Proficiency in Python, JavaScript, and related frameworks (Flask, React, Next.js, LangChain). 5. Interest or experience in LLMs, AI integration, and API development. 6. Familiarity with Docker and database management. 7. Strong problem-solving, teamwork, and communication skills. 8. Hackathon or project-based experience.",artificial-intelligence-jobs,https://internshala.com/internship/detail/software-development-engineering-web-internship-in-gurgaon-at-rcs-projects-pvt-ltd1772089265
Executive Assistant,Technoculture Research,Artificial intelligence | Automation | Coordination | Human Resources | Leadership | Operations | Self-learning | Team Management,"Job title: Executive assistant Location: Bengaluru, Karnataka (On-site) Job type: Full-time Joining type: Immediate preferred About us: Technoculture Research is re-imagining how the world measures health. We build micro-scale electrochemical laboratories that place lab-grade accuracy directly in the hands of clinicians, community health workers, and even patients at home. Our platform fuses microfabricated electrodes, novel surface chemistries, and microfluidics to run protein, nucleic-acid, and metabolite assays within minutes. By replacing costly optical detection with electron sensing, we slash instrument and per-test costs by roughly an order of magnitude, making precision diagnostics truly accessible. Our mission is clear: make diagnostics abundant so that every critical health decision is guided by immediate, affordable results, wherever care happens. Website: www.technoculture.io Job description: We are looking for a highly capable, versatile, and tech-savvy executive assistant who will work directly with leadership on diverse, high-impact projects across the organisation. This is not a traditional personal assistant role focused only on scheduling and emails. This position is designed for someone who enjoys solving different kinds of problems every day, from HR coordination and operations to documentation, research, automation, coding support, and AI-enabled workflows. If you enjoy learning fast, wearing multiple hats, and working on meaningful, interesting challenges in a deep-tech R&D environment, this role is for you. Selected intern's day-to-day responsibilities include: 1. Work closely with leadership on cross-functional projects across HR, operations, finance, R&D, and administration. 2. Assist in HR-related tasks such as recruitment coordination, documentation, onboarding, and policy tracking. 3. Support operational process improvement and workflow automation initiatives. 4. Create reports, dashboards, trackers, and structured documentation. 5. Assist in research, data analysis, and presentation preparation. 6. Contribute to technical or coding-related tasks (basic scripting, automation, or tool integration) when required. 7. Use AI tools to streamline documentation, summarise information, automate repetitive work, and enhance productivity. 8. Manage internal coordination across departments to ensure project execution. 9. Take ownership of special projects assigned by leadership. 10. Maintain structured records and ensure process discipline within the organization.","A. Qualifications: 1. Bachelor’s degree (any discipline). 2. Prior experience in an executive assistant, operations, HR, or cross-functional support role. 3. Strong problem-solving and analytical ability. 4. Excellent written and verbal communication skills. 5. Comfortable working across both administrative and technical domains. 6. Ability to adapt quickly to new tools, tasks, and business requirements. B. Skills required: 1. MS Office (Word, Excel, PowerPoint, Outlook). 2. Google Workspace (Sheets, Docs, Slides, Drive, Calendar). 3. AI tools for productivity and workflow enhancement. 4. Data organisation and reporting. 5. Basic understanding of automation or scripting (preferred). 6. Cross-functional coordination. 7. Analytical and structured thinking. C. Personal attributes: 1. Highly adaptable and intellectually curious. 2. Strong execution mindset gets things done. 3. Comfortable handling ambiguity and fast-changing priorities. 4. Tech-savvy and eager to learn new systems. 5. Self-driven and ownership-oriented. 6. Interested in meaningful, high-impact work beyond routine administrative tasks.",artificial-intelligence-jobs,https://internshala.com/job/detail/executive-assistant-job-in-bangalore-at-technoculture-research1771668636
Robotics And AI Trainer - Fresher,Robo Labs,Arduino | ARM Microcontroller | Artificial intelligence | C++ Programming | C Programming | ESP32 | Java | Robotics | Robot Operating System (ROS) | Teaching,Key responsibilities: 1. Conduct regular classes 2. Make a lesson plan 3. R&D 4. Conduct training 5. Supervise client  schools,B.tech candidates will be preferred,artificial-intelligence-jobs,https://internshala.com/job/detail/fresher-robotics-and-ai-trainer-job-in-multiple-locations-at-robo-labs1771322947
Tech/AI Content Creator,Kripesh Adwani,AI Image Generation | AI Video Generation | Artificial intelligence | Computer skills | Generative AI Tools | Lovable (GenAI) | Teaching | Technical Support | Vibe Coding | Video Editing | Video Making,"Role: Technical Content Creator (Hindi) Type: Part-time/contract (Long-term) Pay:    25,000/month (4 videos) + performance bonuses About the role: We're looking for an intermediate-level AI tool educator who can create in-depth Hindi tutorial videos (30-60 minutes) explaining how to build real projects using AI tools (e.g. AI app builders, coding assistants, automation platforms). This role is ideal for someone who: 1. Enjoys teaching 2. Can explain technical concepts clearly in Hindi 3. Wants stable monthly work + long-term growth Key Responsibilities: 1. Research & learn: Master AI tools/platforms assigned to you each month 2. Script & structure: Create clear, logical tutorial flows that guide beginners to intermediate users 3. Record: Produce 20-60 minute screen recordings with Hindi voiceover explaining tool features and real-world applications 4. Basic editing: Perform fundamental cuts, remove mistakes, and add simple zooms/highlights 5. Deliver: Submit polished raw footage ready for our final production pipeline Monthly output: 4 detailed tutorial videos What we provide: 1. Paid access to all tools and platforms you'll review (no cost to you) 2. Creative freedom in tutorial structure and presentation style 3. Post-production support - we handle SEO, thumbnails, advanced editing, graphics, captions, and publishing 4. Growth opportunity - be part of a channel in an exploding niche Compensation: 1. Base-    25,000/month (   6,250 per video) 2. Performance bonuses (per video): a.    1,500 if the video reaches 10,000 views in the first 30 days b.    2,500 if the video reaches 25,000 views in the first 30 days c.    5,000 if the video reaches 50,000 views in the first 30 days 3. Growth incentive: Base retainer increases to    30,000/month when the channel hits 100K subscribers 4. Potential monthly earnings:    25,000 -    45,000+ based on performance Work style: 1. Fully remote - work from anywhere 2. Flexible schedule - manage your own time, just meet monthly deadlines 3. Collaborative - we'll provide feedback and guidance, especially initially 4. Ownership mindset - you care about quality and viewer experience We'll review applications on a rolling basis and contact shortlisted candidates within 5-7 days","A. What we're looking for: 1. Fluent Hindi speaker with clear pronunciation and engaging delivery 2. Intermediate technical skills - comfortable learning new software/platforms quickly 3. Screen recording experience - familiar with tools like OBS, Camtasia, or similar 4. Basic video editing - can trim, cut, and add simple effects 5. Reliable internet and a computer capable of running AI tools smoothly 6. Consistency - ability to deliver 4 videos monthly on schedule B. Bonus points: 1. Experience with no-code/low-code platforms 2. Familiarity with developer tools and workflows 3. Existing YouTube presence or content creation background C. Requirements: 1. Previous experience creating tech tutorials or educational content 2. Understanding of AI/ML concepts and current AI tools landscape 3. Portfolio of existing tutorial videos (YouTube, course platforms, etc.) 4. Knowledge of pacing and structuring long-form educational content",artificial-intelligence-jobs,https://internshala.com/job/detail/remote-part-time-tech-ai-content-creator-job-at-kripesh-adwani1770363306
Artificial Intelligence (AI) Executive - Fresher,NOESiS Pixel Art Private Limited,Artificial intelligence | ChatGPT | Cursor (GenAI) | Gemini | Marketing Automation | Marketing Campaigns | Marketing Strategies | VS Code,Key responsibilities: 1. Use various AI tools to build and implement automation workflows 2. Train AI agents to perform routine automation tasks 3. Understand and apply prompt engineering across different AI models and enable them to work together through automation,"1. Good English speaking skills 2. Background in computers is a plus, but not mandatory if you understand AI tools, programming, and automation building",artificial-intelligence-jobs,https://internshala.com/job/detail/fresher-artificial-intelligence-ai-executive-job-in-surat-at-noesis-pixel-art-private-limited1770195690
Content & E-Commerce Management - Internship,Visit The One Consultancy,Artificial intelligence | Computer skills | MS-Excel | Web development,Selected intern's day-to-day responsibilities include: 1. Manage marketplace accounts and ensure smooth operations. 2. Create and maintain product listings. 3. Handle social media content and engagement.,We are looking for a result-driven professional who understands both e-commerce operations and digital marketing growth strategies.,artificial-intelligence-jobs,https://internshala.com/internship/detail/content-e-commerce-management-internship-in-varanasi-at-visit-the-one-consultancy1771491603
Digital Marketing Executive,IIDE Education Private Limited,Artificial intelligence | Creative Writing | Data Analytics | Search Engine Marketing (SEM) | Search Engine Optimization (SEO) | Social Media Marketing,"As a Digital Marketing Executive at IIDE Education Private Limited, you will be responsible for creating and implementing digital marketing strategies to increase brand awareness and drive traffic to our website. Your role will involve optimizing our online presence through SEO, SEM, and social media marketing techniques. Additionally, you will be required to utilize your creative writing skills to produce engaging content for various platforms. Key Responsibilities: 1. Develop and execute digital marketing campaigns to promote our courses and services 2. Conduct keyword research and implement SEO strategies to improve website ranking 3. Manage and optimize paid advertising campaigns on platforms like Google Ads and social media 4. Create and schedule content for social media channels to engage with our audience 5. Analyze data and insights to track performance and make data-driven decisions 6. Implement AI tools and technologies to streamline marketing processes and improve efficiency 7. Collaborate with the marketing team to brainstorm ideas and contribute to overall strategy development If you are passionate about digital marketing and have experience in SEO, SEM, social media, creative writing, data analytics, and artificial intelligence, we invite you to join our dynamic team and help us achieve our marketing goals at IIDE Education Private Limited.",,artificial-intelligence-jobs,https://internshala.com/job/detail/digital-marketing-executive-job-in-delhi-at-iide-education-private-limited1772713321
Business Development (Sales) - Internship,EHS Guru Sustainable Solutions Private Limited,Artificial intelligence | Client Relationship | Content Writing | Digital Marketing | Effective Communication | Leadership | Logical reasoning | Sales Strategy | Social Media Marketing,"Selected intern's day-to-day responsibilities include: 1. Engaging with potential and existing clients via calls and emails to understand their needs and share relevant services. 2. Conducting research on client industries, challenges, and opportunities to support proposal development. 3. Coordinating with internal subject matter experts to prepare tailored proposals and service decks. 4. Following up with leads and maintaining a structured communication trail to support sales conversion. 5. Participating in client meetings (virtual or in-person) to observe, learn, and assist in relationship building. 6. Supporting the design of marketing strategies and service packages based on market feedback. 7. Maintaining records of client interactions, proposals, and updates for internal tracking. 8. Assisting in refining sales pitches and communication templates for different services and sectors. 9. Monitoring the progress of active leads and ensuring timely follow-ups to move them through the sales funnel. 10. Contributing ideas for campaigns, outreach strategies, and client engagement activities to boost visibility and conversions.","1. A high-energy, self-motivated individual with a strong sense of ownership and purpose. 2. Passionate about making an impact in the fields of environment, health & safety and environmental, social & governance. 3. Open to working beyond just sales, including research, marketing, and supporting technical teams. 4. Flexible and adaptable to a dynamic, fast-paced consulting environment.",artificial-intelligence-jobs,https://internshala.com/internship/detail/business-development-sales-internship-in-gurgaon-at-ehs-guru-sustainable-solutions-private-limited1771908673
Video Annotator - Fresher,Crossing Hurdles,Artificial intelligence | Video Editing | Video Making,"Key Responsibilities: 1. Create high-quality training data for AI models based on day-to-day activities 2. Ensure submissions follow defined AI training and data quality guidelines 3. Review and validate data for accuracy, consistency, and completeness 4. Submit data securely within project timelines 5. Adhere to confidentiality and quality standards",,artificial-intelligence-jobs,https://internshala.com/job/detail/fresher-remote-part-time-video-annotator-job-at-crossing-hurdles1770381555
Artificial Intelligence (AI) Trainee - Fresher,Crossing Hurdles,Artificial intelligence | Video Editing | Video Making,"Key Responsibilities: 1. Create high-quality training data for AI models based on day-to-day activities 2. Ensure submissions follow defined AI training and data quality guidelines 3. Review and validate data for accuracy, consistency, and completeness 4. Submit data securely within project timelines 5. Adhere to confidentiality and quality standards",,artificial-intelligence-jobs,https://internshala.com/job/detail/fresher-remote-part-time-artificial-intelligence-ai-trainee-job-at-crossing-hurdles1770373937
Artificial Intelligence (AI) Trainee - Fresher,Rekha Singh,Artificial intelligence | Data Science | Data Structures | Deep Learning | Machine Learning | Natural Language Processing (NLP) | Neural Networks | Python,"Ke responsibilities: A. Teaching & academic responsibilities: 1. Develop and deliver undergraduate and postgraduate courses in Core Computer Science and allied disciplines. 2.  Demonstrate proven experience in teaching new-age technologies, including: - Cybersecurity - Big Data Analytics - Internet of Things (IoT) - Cloud Computing - Blockchain Technology - Augmented & Virtual Reality (AR/VR) 3. Adopt innovative and effective pedagogical approaches to enhance student learning outcomes. B. Research: 1. Conduct cutting-edge research in areas such as Artificial Intelligence (AI), Data Science, AI/ML, and Core Computer Science. 2. Publish research findings in reputed journals and conferences and actively pursue external research funding. 3. Supervise and mentor postgraduate and research students, providing academic guidance and research support. 4. Collaborate with industry partners to apply AI/AI-ML techniques to real-world problems and promote technology transfer. 5. Demonstrate the ability to secure external funding and lead research projects independently or collaboratively. 6. Show proven experience in interdisciplinary research and cross-departmental collaboration. 7. Facilitate industry-academia partnerships to provide hands-on exposure and skill development opportunities for students. 8. Maintain a strong academic record with quality research output, including books, research papers, IPRs, and patents. 9. Continuously strengthen one's position as a leading researcher through publications, funded projects, and other recognized indicators of academic standing. C. IPEC citizenship and ownership of responsibilities: 1. Participate actively in continuous professional development through seminars, conferences, and institutional training programs aligned with academic goals. 2. Support and mentor colleagues and students by facilitating seminars, workshops, training programs, cross-departmental activities, and institutional events/ceremonies. 3. Demonstrate and uphold IPEC's core values through professional conduct and behavior. 4. Undertake additional responsibilities as reasonably assigned, consistent with the nature and level of the position. 5. Engage in ongoing personal and professional development to enhance self-capabilities and support the development of others. 6. Promote and ensure the health, safety, and well-being of staff and students. 7. Perform duties in a manner that ensures fairness, transparency, and trust in all academic and administrative matters. Skills Required: A. Technical & domain skills: 1. Ability to stay updated with emerging trends in AI / AI-ML / Data Science, including reinforcement learning, generative models, and ethical AI. 2. Continuous learning mindset with active participation in conferences, workshops, and academic/industry networking related to AI and allied domains. 3. Proven experience in software development and programming using tools and frameworks such as Python, TensorFlow, PyTorch, or equivalent. 4. Strong command of technology-enabled teaching-learning methodologies. B. Teaching & academic skills: 1. Excellence in subject delivery 2. Active and activity-based learning methods 3. Real-life problem-solving approaches 4. Outcome-oriented teaching leading to strong academic results, awards, or university rankings 5. Ability to fulfil responsibilities related to student instruction, academic progress, and examinations. 6. Proficiency in preparing and maintaining: 7. Lesson plans 8. Lecture notes 9. Model question papers 10. Attendance records 11. Laboratory manuals and academic documentation 12. Capability to ensure student discipline, welfare, and holistic development. 13. Strong ability to engage students through classes, seminars, workshops, conferences, academic events, and applied subject-based projects. 14. Knowledge of quality assurance frameworks such as NBA, ISO, NAAC, and NIRF, along with a regulatory understanding of UGC / AICTE norms C. Software engineering: 1. Design and Analysis of Algorithms 2. Computer Networks, Compiler Design, DevOps 3. Artificial Intelligence and Machine Learning 4. Deep Learning, Natural Language Processing (NLP), Computer Vision, and related areas","Functional & soft skills: 1. Passionate academician and researcher with strong student-centric orientation. 2. Proven ability to mentor, guide, and nurture students. 3. Excellent interpersonal, communication, and presentation skills. 4. Ability to constructively engage students and foster collaborative learning environments. 5. Strong awareness of national and international academic standards (UGC, NBA, NAAC, NIRF, AICTE, etc.). 6. Effective use of IT tools for teaching, research, and academic administration. 7. Willingness to adopt new technologies, methodologies, and academic procedures. 8. Personal Attributes 9. Dynamic, energetic, and team-oriented professional. 10. Ability to work effectively in a fast-paced and evolving academic environment. 11. Sound judgment with willingness to take academic and pedagogical initiatives. 12. Highly adaptable, flexible, and open to constructive feedback. 13. Professional demeanor with high emotional intelligence and ethical conduct. - Subject knowledge & expertise: 1. Programming Fundamentals: C/C++/Java/Python 2. Data Structures and Algorithms 3. Data Warehousing and Data Mining 4. Operating Systems and Web Designing 5. Computer Architecture and Organization 6. Object-Oriented Programming (OOP)",artificial-intelligence-jobs,https://internshala.com/job/detail/fresher-artificial-intelligence-ai-trainee-job-in-ghaziabad-at-rekha-singh1770611091
Embedded Electronics Development Engineer,KVAR Technologies Private Limited,Analog Circuits | Artificial intelligence | Circuit Design | ESP32 | Internet of Things (IoT) | Raspberry Pi,"This is a hands-on engineering role where you will work on real products that go into the field     not just simulations. Key Responsibilities: 1. Design and develop electronic circuits (analog & digital) 2. Work on microcontroller-based systems (ESP32/STM32 preferred) 3. Component selection and prototype development 4. Testing, debugging and validation of PCBs 5. Supporting productionization of products 6. Preparing technical documentation (test procedures, circuit notes, and revisions) 7. Visiting customer sites for testing, commissioning, and troubleshooting Who Should Apply: 1. Diploma/BE/BTech in electronics/instrumentation 2. Strong fundamentals in analog & digital electronics 3. Basic knowledge of UART, SPI, I2C, RS485, sensors, and power supplies 4. Hands-on mindset and willingness to work on hardware 5. Ready to travel occasionally for field testing 6. Freshers with strong practical knowledge are welcome. What You'll Gain: 1. Exposure to complete product lifecycle 2. Real industrial application experience 3. Opportunity to take ownership of projects 4. Fast learning in embedded systems & industrial electronics 5. Performance-based growth",,artificial-intelligence-jobs,https://internshala.com/job/detail/embedded-electronics-development-engineer-job-in-mumbai-at-kvar-technologies-private-limited1772019565
